samples,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
2,0.54310334,0.90402865,0.30062506,0.78203547,0.41930434,0.22584675,0.5159224,0.3673914,0.39830482,0.39644226
3,0.66025805,0.56990933,0.2887445,0.71309507,0.6752248,0.33752695,0.56951845,0.26489434,0.5612471,0.4302301
3,0.76168823,0.3295058,0.18446134,0.6265051,0.4594274,0.53106034,0.37903398,0.011191249,0.4452612,0.4448269
3,0.6113963,0.80421114,0.37473157,0.3741963,0.53034335,0.55709714,0.4504241,0.23941703,0.45441633,0.45850095
3,0.7342832,0.7798128,0.377608,0.79525435,0.49916708,0.30881935,0.5091634,0.41735798,0.5453766,0.4349021
3,0.70818067,0.55884355,0.35729036,0.33838186,0.58369917,0.4404108,0.21101467,0.26150241,0.40482962,0.47447062
3,0.7109687,0.87031704,0.420346,0.789325,0.46379498,0.4477834,0.26726097,0.29855615,0.48181164,0.6220557
3,0.68944865,0.5200149,0.27175146,0.5318855,0.4198803,0.4325277,0.14578608,0.2026794,0.38607046,0.405626
3,0.78000295,0.5151488,0.53399414,0.47592616,0.711677,0.35431844,0.47235048,0.1644643,0.51438403,0.5894244
3,0.73316574,0.8759235,0.482665,0.56377506,0.55139637,0.6037069,0.1710314,0.3679062,0.30727172,0.5743568
3,0.7607386,0.71986073,0.66031456,0.4002609,0.6219903,0.43262577,0.34633854,0.30548206,0.32687074,0.38023546
3,0.69750214,0.30106038,0.30873966,0.5474909,0.6168934,0.4790197,0.23748805,0.19427226,0.5207793,0.56094295
3,0.684071,0.59087723,0.37812084,0.50435007,0.56300426,0.37469456,0.24453904,0.27328575,0.3670287,0.59760886
3,0.79168785,0.331398,0.44421345,0.4336964,0.5911135,0.37916306,0.43246606,0.30822816,0.42428616,0.60934985
3,0.8708848,0.53974915,0.35830534,0.41197067,0.62489545,0.5339573,0.4836673,0.1615427,0.48775277,0.45919275
3,0.764395,0.8867166,0.41576493,0.6459959,0.6254128,0.3222469,0.4912907,0.52670217,0.6097602,0.4092191
3,0.6877296,0.4764502,0.4309283,0.33603948,0.7319342,0.47879678,0.40421143,0.020754993,0.30951706,0.49962232
3,0.67480886,0.9258396,0.2927574,0.61635166,0.4628956,0.417672,0.25226504,0.39335325,0.4003422,0.23346774
2,0.89865685,0.6498165,0.85565406,0.54491806,0.030446827,0.44526207,0.51198614,0.51471627,0.5218543,0.46177274
3,0.75086355,0.427844,0.3269228,0.34115157,0.7613746,0.44396836,0.35570365,0,0.3273312,0.505198
3,0.6289495,0.44530827,0.28561458,0.5445664,0.6104099,0.37684238,0.23148255,0.21074277,0.53697777,0.50664836
3,0.82099366,0.47310954,0.6391768,0.3974357,0.5846961,0.45500273,0.50672424,0.2523746,0.66619664,0.49435544
3,0.69613147,0.5841527,0.22668691,0.56078094,0.40530333,0.34348783,0.31970686,0.14582959,0.35938406,0.6581041
3,0.76237464,0.41349894,0.44210672,0.45247227,0.5853747,0.42706499,0.4468283,0.13786954,0.43701464,0.47258353
3,0.6663682,0.9368118,0.3005928,0.9478687,0.2973457,0.35667402,0.43165368,0.35289058,0.61243653,0.5133998
3,0.7581442,0.50918734,0.63333404,0.37168962,0.56389785,0.5012894,0.48988092,0.277121,0.54290223,0.55585563
2,0.70796084,0.7937893,0.56313163,0.4915787,0.5118107,0.39644885,0.12311533,0.26196206,0.37182134,0.5603979
3,0.7172161,0.6141727,0.29640466,0.58538973,0.45829776,0.47566006,0.598626,0.13358185,0.45588902,0.41043347
3,0.7901521,0.70569617,0.19158222,0.5618223,0.526302,0.44826376,0.4926919,0.35104084,0.4365183,0.26862973
3,0.778128,0.47293976,0.33072162,0.375178,0.5800392,0.42683142,0.44665557,0.066960216,0.5236411,0.58643603
3,0.68023473,0.501596,0.33328602,0.4443238,0.3596985,0.48752254,0.2044621,0.3488748,0.52065283,0.48839003
3,0.7015804,0.5695454,0.15441884,0.70337236,0.60590553,0.41778684,0.5686845,0.05812207,0.44419295,0.3485099
3,0.74555755,0.5980431,0.60458034,0.33212054,0.27024037,0.4904132,0.47237885,0.44782257,0.7192699,0.5106411
3,0.6396787,0.3165743,0.46198806,0.40685546,0.508489,0.482014,0.3995584,0.31477603,0.59815675,0.43789205
3,0.6446355,0.45139527,0.3349324,0.37482768,0.68157464,0.4851125,0.5609468,0.07292801,0.43728456,0.26750517
3,0.70064086,0.7588874,0.5870652,0.40952098,0.8802992,0.31075367,0.31193605,0.36086926,0.37676102,0.64202285
3,0.76955074,0.8339606,0.27403745,0.835269,0.5633656,0.45893282,0.4091418,0.49284422,0.45615909,0.28463128
3,0.67694503,0.61672676,0.37357837,0.40618277,0.74097383,0.4616072,0.47101226,0.2412112,0.21090393,0.40739837
2,0.66064876,0.4039374,0.10619098,0.47497278,0.3883918,0.48395598,0.52755636,0.3318286,0.3852319,0.25170326
3,0.6825718,0.5064677,0.4344938,0.38962728,0.6990004,0.43649927,0.38712263,0.24291518,0.5801032,0.50729173
3,0.6781357,0.55149746,0.12658077,0.73946774,0.45011538,0.37084863,0.4913396,0.40358183,0.5710818,0.41564065
3,0.76201105,0.48549286,0.43647906,0.35977477,0.4895777,0.4362036,0.47580716,0.21368074,0.37324548,0.36683762
3,0.61747235,0.6109442,0.18682289,0.7476665,0.6411795,0.31988788,0.53091586,0.1399006,0.50073045,0.5191641
3,0.6874173,0.6344548,0.229831,0.48103237,0.49816996,0.29289508,0.47176254,0.10713446,0.34015748,0.44935942
3,0.78738165,0.37091738,0.4406243,0.48502284,0.43375757,0.22700323,0.51810336,0.3267274,0.38403404,0.7395306
3,0.8056267,0.45392978,0.33957776,0.60594916,0.49821442,0.42786333,0.18796876,0.1298073,0.53713137,0.5796128
3,0.70598173,0.5214249,0.2818312,0.6300122,0.33484092,0.5419527,0.14703614,0.23690464,0.49008387,0.35985512
3,0.72895676,0.5008951,0.31258178,0.4633313,0.4991075,0.37698215,0.21746768,0.05157748,0.43522185,0.62689364
3,0.6483621,0.4726817,0.20693216,0.38984963,0.72527677,0.3743798,0.24025331,0.081605196,0.38420624,0.4913398
3,0.7499286,0.7630252,0.528547,0.41602543,0.63205284,0.5311442,0.22386631,0.2166369,0.3556414,0.47987348
3,0.7837806,0.7207676,0.66314423,0.42550698,0.5970492,0.39518064,0.25818592,0.35855368,0.45716196,0.47047487
3,0.77880216,0.7938669,0.5496015,0.4228401,0.69208777,0.49752745,0.19451326,0.20852664,0.39014244,0.5347157
3,0.727986,0.87146735,0.47395444,0.8432774,0.47800347,0.3184634,0.48036027,0.64114624,0.47726277,0.41586134
3,0.64922595,0.51887536,0.36663058,0.28994703,0.69768906,0.38725257,0.6415747,0.11821666,0.3395036,0.63360053
3,0.8402884,0.60709405,0.17894216,0.6608231,0.5223005,0.41177315,0.54582465,0.37387586,0.39579663,0.5661025
3,0.67138237,0.61626804,0.154258,0.60848033,0.37890282,0.27611715,0.6180198,0.51625615,0.50210273,0.4862229
2,0.77263427,0.35042205,0.47796932,0.45461673,0.42052865,0.3499213,0.5827798,0.30066466,0.5106252,0.33179668
3,0.86271477,0.53940827,0.49661866,0.34501126,0.445615,0.4152615,0.38247114,0.3068232,0.34303612,0.8051668
3,0.616881,0.78736347,0.1853806,0.72440255,0.5773288,0.37085405,0.59067965,0.47154027,0.58738554,0.4057786
3,0.81397307,0.44970584,0.20736302,0.63444376,0.4464515,0.5658376,0.072764635,0.257428,0.5027633,0.421392
3,0.6296783,0.4677607,0.26175293,0.3577204,0.60574394,0.29032347,0.3151279,0.15551531,0.471574,0.56484413
3,0.7311847,0.5076371,0.31416026,0.62280184,0.5258513,0.42883033,0.14297512,0.06396252,0.56284493,0.5254662
3,0.76321805,0.585244,0.41759408,0.4021767,0.567756,0.4063655,0.2779626,0.13749182,0.35458288,0.3809458
3,0.78609014,0.41406387,0.38882756,0.23901366,0.39781445,0.49057817,0.4192435,0.1680605,0.39465287,0.32964277
3,0.7006341,0.509867,0.39540684,0.26207393,0.49047318,0.414368,0.33123472,0.24977945,0.44064337,0.37449405
3,0.8419481,0.41315338,0.5006267,0.32164848,0.6486465,0.57129127,0.522998,0.18836813,0.48177707,0.35637754
3,0.7519772,0.5344386,0.4360522,0.5311974,0.605573,0.40799055,0.5956706,0.21001025,0.45124623,0.41118845
3,0.67093843,0.6952652,0.3567407,0.69078773,0.42101893,0.31188458,0.2464577,0.26100844,0.5112975,0.56584513
3,0.721398,0.8515307,0.45578888,0.74324524,0.48586324,0.4736603,0.5144302,0.39576167,0.5794475,0.46674305
3,0.7116655,0.40167898,0.27733845,0.47140193,0.45066547,0.40527093,0.239724,0.08253908,0.54248416,0.5077185
3,0.6597118,0.45706815,0.26384813,0.79608077,0.48696437,0.42263517,0.5826308,0.29146683,0.43779358,0.33815786
3,0.5620191,0.8134922,0.4311158,0.77937865,0.68976414,0.15969934,0.6567341,0.45310897,0.29197553,0.7103237
3,0.783139,0.59523296,0.71374524,0.5336266,0.66381645,0.4652637,0.27807236,0.4408403,0.54026324,0.49765316
3,0.7702775,0.37256357,0.38669118,0.7482319,0.40890822,0.5674716,0.21016347,0.42231715,0.4839602,0.39561954
3,0.8422382,0.47565854,0.3838611,0.47283438,0.6518497,0.45915377,0.27821028,0.36346364,0.2577692,0.5773926
3,0.69903105,0.62596667,0.27954394,0.9078779,0.6720464,0.32939726,0.61890066,0.40596196,0.33576465,0.29446733
3,0.5814069,0.46535462,0.36014566,0.78579533,0.6722875,0.35370922,0.5825523,0.21487278,0.539478,0.6099292
3,0.74342036,0.3417972,0.2906767,0.91784376,0.325593,0.37135556,0.19311677,0.39298677,0.54354674,0.6452563
3,0.60832125,0.343269,0.29354748,0.8251771,0.5950973,0.37892884,0.4907043,0.35537338,0.4736691,0.36883935
3,0.83340317,0.26619408,0.38188714,0.45551845,0.56945354,0.5781418,0.2074194,0.50799865,0.4248073,0.3808731
3,0.77941644,0.58809686,0.43205163,0.7362695,0.37354153,0.35863912,0.4997825,0.43731758,0.47975504,0.28164113
2,0.65969825,0.84158313,0.36829698,0.80281174,0.2429261,0.3454405,0.54502684,0.38722834,0.3479832,0.3105967
3,0.73860085,0.3508125,0.18471809,0.80201924,0.4959753,0.51353174,0.21589613,0.2785985,0.4970238,0.4957353
3,0.7118397,0.8057338,0.41033354,0.7373724,0.56374186,0.45491302,0.09169024,0.43744007,0.5390174,0.29604238
2,0.5226804,0.5548255,0.81472313,0.6011257,0.6782911,0.30380476,0.3662423,0.29677686,0.37674785,0.30718207
3,0.68831074,0.32026774,0.58512354,0.61443365,0.64547926,0.45516098,0.30435482,0.39864418,0.39823726,0.32757157
3,0.6268212,0.5575163,0.2718919,0.7372893,0.7204662,0.35330576,0.48087683,0.38220426,0.2989264,0.28690833
3,0.62337923,0.48037377,0.25243503,0.795839,0.51639,0.39185542,0.34504277,0.2126569,0.39977306,0.55804294
3,0.7722651,0.30174243,0.535199,0.40283632,0.60399747,0.46266302,0.37155992,0.47032464,0.5683774,0.34366548
3,0.64761305,0.54917216,0.8108691,0.58719176,0.6911455,0.3274157,0.40828648,0.45271516,0.52111393,0.36076593
3,0.84334743,0.6564788,0.82004184,0.6192595,0.3704781,0.26850048,0.4058359,0.57081276,0.41089055,0.65788865
3,0.77482015,0.7499869,0.59310275,0.54429877,0.5629507,0.317959,0.46111074,0.23281725,0.38639897,0.53948134
2,0.5786504,0.46908918,0.30424625,0.79819334,0.3045934,0.36485723,0.31833404,0.6032176,0.28181034,0.26898235
3,0.78950995,0.5809184,0.5025054,0.54507184,0.6412146,0.3632345,0.28634793,0.38636032,0.40440634,0.35140342
3,0.73275244,0.48883507,0.33296204,0.6653426,0.54009825,0.3299013,0.14913943,0.1759705,0.4502767,0.48930636
3,0.56770146,0.6135364,0.72701335,0.48395157,0.7327726,0.20060061,0.46982324,0.37479192,0.3270482,0.48265302
3,0.7797512,0.48787108,0.4848203,0.4908282,0.5755308,0.4610996,0.20818242,0.29899335,0.48580748,0.3399853
3,0.7360681,0.39295995,0.3072373,0.63091683,0.33737755,0.40787405,0.12243217,0.43920708,0.33844936,0.32880414
3,0.73802006,0.42674175,0.65974164,0.52299553,0.72293425,0.50331706,0.40162733,0.4816842,0.38755184,0.28812838
3,0.63814384,0.8153412,0.4524066,0.6590591,0.5609012,0.32699013,0.13985503,0.34928212,0.41246536,0.54629236
3,0.7317437,0.5181322,0.4421725,0.53285015,0.6633282,0.5348484,0.48093686,0.43825608,0.44800168,0.31561458
3,0.7384751,0.3596923,0.6156533,0.5746404,0.6926795,0.37391847,0.3562818,0.36643165,0.5844806,0.5285881
3,0.5785134,0.54496694,0.43842953,0.6129919,0.6545044,0.3474891,0.09689221,0.28915858,0.3600366,0.53700083
3,0.8790683,0.7032519,0.6545942,0.57115555,0.4286067,0.522574,0.36547077,0.689482,0.61409533,0.7768558
3,0.6147213,0.48029593,0.69761276,0.5467955,0.632954,0.31331208,0.5050973,0.58729666,0.44341263,0.4999583
3,0.7257456,0.22388339,0.5169388,0.5685746,0.63701165,0.421027,0.34447786,0.4897326,0.36714265,0.45663324
3,0.6136351,0.8300765,0.45815456,0.41957262,0.4396248,0.3722798,0.041313887,0.49320266,0.33817798,0.50641054
3,0.78089416,0.51175636,0.5408489,0.50759304,0.6112172,0.48606974,0.26895604,0.39021027,0.3623734,0.43109733
3,0.6863996,0.4401638,0.43465784,0.61432105,0.63806117,0.49148458,0.41131395,0.5250015,0.24589069,0.39184824
3,0.7665269,0.38743854,0.2749572,0.47787374,0.48453385,0.46719176,0.26223797,0.15619706,0.3492703,0.5180868
3,0.7072522,0.43472868,0.36911675,0.6543504,0.43139717,0.30901882,0.12653601,0.3958723,0.4653118,0.4865854
3,0.63630956,0.6496003,0.8661055,0.6010086,0.47873113,0.3776108,0.38423038,0.59182686,0.521635,0.57058096
3,0.70961946,0.31547096,0.2414112,0.5006771,0.6428595,0.49999022,0.19082083,0.2300014,0.3815431,0.36493725
3,0.62610865,0.33619222,0.34408787,0.5434048,0.84087884,0.36604396,0.3845517,0.25769752,0.52208644,0.6139377
3,0.64910597,0.93593335,0.3163106,0.76870954,0.41706276,0.5190108,0.17419718,0.5330702,0.41895875,0.3773268
3,0.7110299,0.3809824,0.3080605,0.93662953,0.45428547,0.50817156,0.42179134,0.3980805,0.3716435,0.42675328
3,0.6441157,0.5741964,0.7489393,0.5942428,0.6539233,0.20398709,0.36479276,0.45183802,0.44070086,0.41961196
3,0.64892226,0.62364006,0.2224501,0.5764977,0.6988001,0.16443215,0.66414654,0.39289206,0.1907436,0.59328234
3,0.61881554,0.5859419,0.6432852,0.5059777,0.8025892,0.4460527,0.43301934,0.21755119,0.40874374,0.53050536
3,0.69749427,0.3766083,0.17335829,0.5944688,0.5026903,0.5722126,0.41456878,0.3504176,0.46498525,0.25156146
3,0.81468105,0.39969066,0.36329842,0.49512684,0.4712975,0.59093934,0.13720876,0.29580963,0.25740242,0.46768606
3,0.6907463,0.34339085,0.45589867,0.546626,0.5591816,0.21010664,0.2252644,0.3733025,0.45907992,0.60437727
3,0.67928797,0.3525158,0.34356847,0.4098839,0.56622505,0.3480345,0.37180132,0.24380375,0.43997732,0.44066802
3,0.6787038,0.66659844,0.74637485,0.48729223,0.5962813,0.23511702,0.42143214,0.2854855,0.4705368,0.60878885
3,0.8033836,0.43010974,0.29946384,0.4005896,0.60799795,0.60746664,0.17225118,0.32460696,0.3678656,0.55731875
3,0.77223974,0.26530844,0.26634276,0.51914,0.698042,0.32675022,0.37411556,0.20546164,0.31588078,0.68637216
2,0.8011173,0.7851651,0.6392122,0.87236005,0.13826358,0.49531627,0.15583715,0.541663,0.36529732,0.47674292
3,0.67206585,0.33765894,0.597195,0.5837966,0.66686094,0.31365672,0.35283393,0.4687515,0.49367768,0.29660136
3,0.72666067,0.1974333,0.4569288,0.49889377,0.49195382,0.40559512,0.54149294,0.7083869,0.34949806,0.5621779
3,0.7358448,0.3207065,0.15917309,0.74081004,0.43654785,0.5406215,0.39829034,0.6421417,0.35633758,0.36654204
3,0.81573576,0.34119636,0.21516882,0.5618453,0.36365676,0.3770387,0.40901253,0.13707876,0.5044186,0.5259368
3,0.7463801,0.614929,0.69511807,0.42286316,0.66892827,0.34681737,0.4089532,0.4605485,0.48413557,0.5322426
3,0.7081877,0.38795647,0.41363186,0.53908366,0.4419687,0.35931256,0.31442943,0.54478467,0.35893977,0.7459426
3,0.7694099,0.625909,0.8225801,0.49767953,0.5066539,0.39653927,0.3068854,0.6115502,0.5034765,0.2600488
3,0.60863376,0.8174958,0.43422523,0.34315068,0.48530954,0.43469658,0.23071262,0.41669393,0.117688,0.46296802
2,0.5901406,0.4245888,0.31427178,0.5746709,0.46830213,0.44050345,0.12602863,0.20746243,0.44926894,0.5123024
3,0.7128253,0.34141994,0.13538134,0.74753624,0.3371764,0.49338967,0.43419433,0.37683138,0.41876212,0.5388004
3,0.703761,0.38024724,0.45989373,0.57633024,0.51181114,0.5310897,0.22827248,0.30078402,0.37793145,0.4394579
3,0.6711926,0.6278255,0.22024816,0.65994716,0.7155939,0.25006413,0.6865065,0.50467443,0.12388924,0.6661317
3,0.64097023,0.48725381,0.34298605,0.63166165,0.7311518,0.33037457,0.45519197,0.24941422,0.23310766,0.3235949
3,0.6959624,0.401705,0.27637675,0.6034848,0.50992,0.30725384,0.10526982,0.4531024,0.3593158,0.3864473
3,0.6327,0.6113342,0.53293806,0.49416855,0.64352024,0.42654377,0.33204758,0.48093048,0.59386265,0.4210884
3,0.6048537,0.7038272,0.7069049,0.505839,0.6086575,0.29934096,0.40111044,0.2447938,0.313941,0.5601749
3,0.8342971,0.76873183,0.56628096,0.6745453,0.48508686,0.4369429,0.53136325,0.3159388,0.35356653,0.29124135
3,0.72228134,0.56787986,0.6540697,0.39295176,0.6260357,0.3352545,0.49763247,0.33463314,0.6176089,0.4394982
3,0.61564744,0.76484853,0.36139122,0.75919867,0.4649512,0.30827945,0.16584124,0.38135436,0.46438867,0.6340925
3,0.66588354,0.31577027,0.3596788,0.41708967,0.6699331,0.34874475,0.32592994,0.03013587,0.39722845,0.49849412
3,0.65201765,0.46035752,0.4252122,0.49996838,0.5944033,0.28883582,0.20169273,0.45200804,0.35401773,0.28497797
3,0.7483914,0.16952032,0.50410324,0.47634703,0.8929839,0.4851491,0.25568953,0.43655902,0.3614929,0.3636413
3,0.65805966,0.41049898,0.41531903,0.39740503,0.7717022,0.5015167,0.15835723,0.45503232,0.33600906,0.34217548
3,0.67186034,0.7516595,0.5440507,0.7173442,0.4602539,0.33067012,0.042767316,0.37928146,0.39395678,0.6259046
3,0.6795018,0.36671752,0.51882124,0.55980754,0.6881908,0.40375838,0.25500566,0.14706889,0.35604885,0.42179137
3,0.8225131,0.6558466,0.8311055,0.5368113,0.5716727,0.34503907,0.3003951,0.48800734,0.5720184,0.59159756
3,0.7825547,0.326163,0.3108273,0.3800332,0.4753307,0.58115447,0.39716107,0.17944469,0.29609808,0.43778023
3,0.77832353,0.75814486,0.5491328,0.6608647,0.47371736,0.5051087,0.08897784,0.4996807,0.24002717,0.4705053
3,0.6866349,0.24624194,0.44095135,0.6841254,0.70068324,0.49382243,0.66467494,0.39477143,0.54742545,0.40171692
3,0.78613234,0.28894913,0.36683786,0.42286813,0.5108916,0.47876838,0.4107526,0.15945041,0.28000504,0.5550118
3,0.623897,0.15862748,0.5974785,0.67154795,0.64152074,0.35688084,0.38555256,0.62329125,0.10468835,0.775457
3,0.8235776,0.3433879,0.43358514,0.5358959,0.5397054,0.55144465,0.29095086,0.28131878,0.37648672,0.556731
3,0.674366,0.4604428,0.32612878,0.7720661,0.44967946,0.38070312,0.26418033,0.49776542,0.24906717,0.6958314
3,0.74179626,0.74832094,0.612281,0.42095438,0.4987978,0.438385,0.17378406,0.4241513,0.44170648,0.3931543
3,0.7568946,0.3676085,0.19038333,0.87775177,0.4720705,0.4058155,0.5221263,0.39268392,0.4702109,0.29496658
3,0.88717896,0.17990577,0.43569002,0.39058486,0.67122185,0.58684576,0.3597741,0.40032148,0.5603523,0.30755478
3,0.5718557,0.78323555,0.4446027,0.9062889,0.4843643,0.43009079,0.17998978,0.35171288,0.45997846,0.5953408
3,0.5340364,0.8104402,0.5075663,0.98000014,0.37931743,0.2877478,0.37007698,0.72465557,0.5607576,0.60090727
3,0.6925789,0.21796596,0.24504094,0.79928774,0.38001186,0.39706472,0.107943684,0.5702715,0.5098463,0.40736476
2,0.472172,0.5966021,0.99250007,0.7300091,0.37950265,0.61146504,0.6409136,0.38880938,0.7148961,0.65798914
3,0.71946764,0.23758146,0.53652287,0.49941617,0.71693707,0.49442226,0.43378076,0.29065156,0.49244195,0.39179748
3,0.60055155,0.40537572,0.41278756,0.5790994,0.89336693,0.32467186,0.2506743,0.3622117,0.26252607,0.55022174
3,0.6538739,0.14361393,0.5350998,0.70577544,0.63660073,0.32009515,0.41190487,0.52856106,0.13771471,0.79299223
2,0.66134214,0.40210658,0.4586397,0.6235529,0.39616218,0.50998306,0.06200266,0.48760584,0.24798483,0.33362037
2,0.5701829,0.7841261,0.4048365,0.98688626,0.4862454,0.23409237,0.45597714,0.61753696,0.57947713,0.34186095
3,0.72496796,0.26887065,0.42084232,0.6624867,0.5664198,0.3503398,0.5151102,0.3780644,0.45431948,0.4866819
3,0.4899816,0.9379009,0.37787798,0.8056312,0.4343255,0.28904688,0.38364354,0.6543015,0.44538772,0.2210384
3,0.70834625,0.44021574,0.35139894,0.3736591,0.6023073,0.445884,0.26613927,0.33451188,0.3684728,0.41719827
2,0.68593293,0.40130165,0.48656678,0.59756684,0.4906162,0.41185418,0.49046007,0.2146284,0.27955467,0.19786027
3,0.7828473,0.2799598,0.30820373,0.66699445,0.5073062,0.27423134,0.5298368,0.43286192,0.31456393,0.66076934
3,0.7309548,0.7615727,0.580601,0.6020064,0.37217063,0.507212,0.044504434,0.42856932,0.30976206,0.4253127
3,0.68889403,0.551148,0.16680469,0.7854743,0.49371594,0.45669025,0.31786603,0.25705728,0.46998075,0.4928027
3,0.5617954,0.27845562,0.4917605,0.6053496,0.5390395,0.35775545,0.33112907,0.3264041,0.51894695,0.5434064
2,0.61359435,0.40316838,0.542939,0.44323176,0.48056355,0.4203426,0.20930001,0.5176787,0.33977824,0.2406267
3,0.58020604,0.44256282,0.14147824,0.69764256,0.65563995,0.42447627,0.27187747,0.3020198,0.4598962,0.41023985
3,0.78305227,0.95836276,0.33089772,0.9788556,0.5245967,0.5358484,0.17326118,0.7003139,0.43561965,0.32340053
3,0.7384981,0.24576187,0.11935642,0.8027606,0.60371244,0.3848532,0.4292492,0.4906425,0.24251506,0.5942809
3,0.5928843,0.7284404,0.6808468,0.42197126,0.587111,0.07897478,0.43269348,0.39341858,0.50377434,0.46548712
3,0.814672,0.37790933,0.40804565,0.40320945,0.62266195,0.45148847,0.35053197,0.38811985,0.5316523,0.49455586
3,0.9015156,0.6371037,0.73802596,0.47037613,0.6073835,0.40108782,0.28686744,0.44980824,0.5341697,0.3571248
3,0.7626605,0.3113028,0.29995137,0.5484718,0.5076424,0.37231916,0.48461807,0.30688623,0.36207786,0.46287698
3,0.7068254,0.32615626,0.4231984,0.48735744,0.6700004,0.34357217,0.27695256,0.35049567,0.48824072,0.62181646
3,0.72575575,0.9230103,0.2986842,0.83868957,0.47659484,0.51063883,0.43053398,0.40100765,0.40396687,0.43918684
2,0.7192733,0.5897684,0.9393151,0.6229074,0.36701924,0.42432308,0.5131444,0.5714173,0.651598,0.56209844
3,0.70270365,0.75933284,0.30401018,0.7477764,0.527451,0.5563425,0.3272713,0.2556553,0.2913952,0.42730004
3,0.78101856,0.20950252,0.40734687,0.48052457,0.44468617,0.37735373,0.33117634,0.24757466,0.35355797,0.35323226
3,0.72845346,0.38614997,0.5338041,0.50973344,0.75375444,0.3483971,0.46876335,0.19330226,0.43397853,0.4286777
3,0.7680812,0.42942557,0.5041722,0.51301545,0.57576007,0.33975476,0.43889484,0.22188024,0.42193922,0.37723464
3,0.77918917,0.49272525,0.7936029,0.5428477,0.458571,0.47630316,0.3851587,0.49236435,0.48663402,0.3571341
3,0.5079636,0.7047745,0.4343462,0.86247385,0.66087407,0.0630548,0.49656397,0.68732953,0.5134822,0.30254173
3,0.8060909,0.3150068,0.52479863,0.5023519,0.561352,0.47280663,0.24412587,0.47523817,0.3660308,0.28320915
3,0.77356815,0.361682,0.5504215,0.42285737,0.6661634,0.5091671,0.32988802,0.4821309,0.4481386,0.32888937
3,0.69737554,0.32340652,0.4210827,0.49843642,0.5612375,0.2461519,0.18183015,0.44159883,0.44733316,0.4757423
3,0.6712234,0.28631723,0.6094096,0.5633332,0.7345786,0.34834257,0.43540898,0.5170297,0.485006,0.38608184
2,0.6170993,0.6724396,0.6665405,0.6848951,0.53087515,0.3074826,0.6049282,0.2643224,0.39627445,0.3803859
3,0.8397927,0.3195343,0.49760434,0.37842888,0.70960057,0.5646719,0.24608809,0.3906955,0.38244122,0.23923264
3,0.81549823,0.2362045,0.5758763,0.5287514,0.5702571,0.6608354,0.35507083,0.58042973,0.40765667,0.35663214
3,0.55682576,0.860939,0.50160426,0.4660885,0.6005402,0.35690725,0.50148284,0.44173425,0.45249933,0.5099255
3,0.758664,0.4215475,0.17577338,0.68122816,0.44038558,0.5639329,0.20107567,0.29577392,0.4350646,0.2644326
3,0.6602643,0.49809995,0.53876436,0.5034163,0.8071754,0.35054272,0.5730435,0.18461674,0.30328238,0.47010604
3,0.7374947,0.38981146,0.4147329,0.44608152,0.49062175,0.29271019,0.51220316,0.054521948,0.5182415,0.5834211
